Job Id,Job URL,Job Title,Company,Job Location,Job Industry,Job Description,Job Employment Type,Job Minimum Experience,Job Salary Range,skills,Job Posting Date
MCF-2025-0499141,https://www.mycareersfuture.gov.sg/job/information-technology/project-manager-persolkelly-singapore-2c31457ad788b866a9d25e8454e79de4?source=MCF&event=Search,Project Manager (Gen AI & SaaS Applications) (PRIT),PERSOLKELLY SINGAPORE PTE. LTD.,-,Information Technology,"We are seeking an experienced Senior Project Manager to lead and manage complex projects spanning multiple business segments. You will be responsible for overseeing the full project life cycle, from initiation to deployment, ensuring projects are delivered on time, within budget, and meet quality standards.

This role requires strong leadership, effective communication, and expertise in managing cross-functional teams and stakeholder relationships.
Responsibilities:
Lead and manage a portfolio of complex projects aligned with strategic business objectives.
Build, motivate, and lead project teams to meet goals and milestones.
Oversee all aspects of project management, including planning, resource allocation, budgeting, risk management, and change control.
Develop and manage detailed project plans, timelines, and estimates.
Monitor project progress and provide status updates to leadership.
Manage vendor relationships, contracts, and negotiations.
Ensure projects adhere to SDLC methodologies (Agile, SCRUM) and quality standards.
Resolve project issues, conflicts, and risks proactively.
Deliver executive-level communications and presentations.
Support continuous process improvements within the organization.
Required Skills & Experience:
Bachelor's degree (preferably in a related field).
Proven experience in delivering successful projects within scope, schedule, and budget.10+ years of IT project management experience, with a proven track record of managing large, complex projects.
Good to have Enterprise application under real estate domain.
Expertise in SDLC methodologies (Agile, SCRUM) and project management tools (MS Project, Excel, PowerPoint).
Strong leadership, communication, and interpersonal skills.
Experience managing cross-functional teams and executive-level stakeholders.
Ability to adapt to shifting priorities and demands.

This role offers an opportunity to drive impactful change in a fast-paced, collaborative environment.

Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resume. We regret that only shortlisted candidates will be notified.

EA License No.: 01C4394 EA Registration No. R1873450 By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy",Permanent,10 years exp,"$8,500to$11,000","Vendor Relationships
Change Management
Budget Plan
Interpersonal Skills
Software Project Management
SDLC
Risk Management
MS Project
Procurement
PowerPoint
Enterprise Systems
Enterprise Software
Project Management
Change Control
Agile Scrum
Budgeting
Excel
Real Estate
UAT testing
project management support",Posted 07 Apr 2025
MCF-2025-0498949,https://www.mycareersfuture.gov.sg/job/information-technology/lab-services-consultant-%E2%80%93-hwa-admin-hcl-singapore-6fcbdad0c84b911059773dc244a2485b?source=MCF&event=Search,Lab Services Consultant – HWA Admin (L3),HCL SINGAPORE PTE. LTD.,-,Information Technology,"HCL Workload Automation Lab services team is looking for a Lab Services Consultant to help drive business growth through Professional services delivery and Migration Center of Excellence (COE) improvement.

The HCL Software Lab Services team is a global organization responsible for delivering Professional Services to enable customers to gain their business values quickly by implementing HCL Workload Automation Solution.

Primary Focus for this consultant will be providing expert consultancy to customer, owning migration and implementation projects from initial client assessment to successful completion, partnering with other teams in the organization and with the client.

Responsibilities
The Workload Automation Consultant is a customer-facing role that:
Takes a solution and consultative approach to identify, progress, implement and close projects at customer site, working closely across the HCL Software, as well as with the broader HCL Technologies teams.
Provides proactive technical support to customers and has ownership for resolving technical issues that may arise during customer projects.
Understand customer needs, transform them in software requirements and develops them in company products.
Research, design, implement and manage software programs, including:
- New programs tests and evaluation
- Identification of modification/improvement areas for existing programs
- Efficient and quality code production
- Follows standard quality processes and metrics
Works closely with other developers to capitalize on strategic assets growth.
Delivers lab services billable consulting work, being measured on Billable Utilization rate as a function of time-reporting.
Has an improvement focused approach and will recommend improvements to process and tools.
Has a flexible approach to work to ensure that projects are completed in scope and on time.
The Professional Consultant might be required to travel and work at customer sites.
Engage in the pre-sale cycle and will provide Infrastructure consultancy, including audits and assessments to support the sales team in their proposals.
Essential Requirements (Skills Requirements)
Bachelor’s Degree/ Master's Degree in Engineering/Information Technology/ Computer Science or any relevant field.
10 to 15 Years of experience in delivery and software development.
Proficiency in English language.
Workload automation knowledge (tools IWS/Control-M CA etc.), with proven expertise as a Workload automation operator/administrator (tools IBM Workload Scheduler / BMC Control-M CA schedulers etc...).
Main distributed OS knowledge, plus related DBs’ .
Exhibits a strong communication style with maturity to be able to adjust his style to get the best from the situation.
Excellent presentation skills, and will be proficient in the use of a variety of presentation tools.
Good self-awareness and will be able to identify when influencing and/ or negotiation skills are needed.
Experience of developing accurate and concise project documentation that will be used by colleagues and customers.
Experience delivering and leading technical engagements, has the technical knowledge and the maturity to be accepted as expert in his technology field.
Open to 24/7 support and working in shifts.
Technical / Professional Skills
Core IWS / HWA administration.
Experience in installing and upgrading MDM, BMDM.
Troubleshooting IWS / HWA admin issues.
Good knowledge and experience of Customer certificate integration.
Handing communication issues with FTA and Dynamic agents.
Experience in IWS / HWA server migrations.
Sound knowledge on scripting and familiarity with Windows/UNIX environment.
Knowledge in understanding and modification of shell, python, windows scripts in new platforms.
Developing new shell, python, windows scripts in new platform.
Good knowledge on general concepts of job scheduling in IWS / HWA.
Sound knowledge in IWS / HWA architecture and components.
Adding/modifying/updating jobs on IWS / HWA using TWDC GUI.
Adding/modifying/updating of jobs on IWS / HWA using command line interface (conman and composure).
Mass job creation, modification.
Scheduling jobs in IWS / HWA for applications like SAP, People Soft etc.
Fixing of job failures and debugging skills of job failures.
Action ad hoc request on active job scheduling environment.
Handling outages and DR scenarios.
Troubleshooting Agents, Communication issues.
Generate Reports in usual formats and delivery.
Verse in forecasts, scheduling criteria, attributes, job definitions and reporting.
IWS / HWA agent’s installations in Windows and Unix environments.
Monitoring, daily critical schedules and proactively identifying the issues.
Non-Technical / Soft Skills
Good communication skills to interact with customers.
Good understanding of ITIL process.
GOOD TO HAVE
Expertise in Software programming in one or more of the following:
Java SE
Maven build tool
IDE (Eclipse, Intellij etc.)
OOP programming and design patterns
Github workflow
MongoDB nosql database
Scripting/programming knowledge (Java, Perl, python)
OS skills Windows UNIX",Full Time,10 years exp,"$9,000to$11,000","Perl
MongoDB
Eclipse
Customerfacing
Design Patterns
Unix
Soft Skills
Workload Automation
Maven
Good Communication Skills
ITIL
OOP
Debugging
Research Design",Posted 07 Apr 2025
MCF-2025-0420104,https://www.mycareersfuture.gov.sg/job/food-and-beverage/full-time-cake-packer-boon-lay-four-leaves-84da799ba879cb50d30e5413d5482992?source=MCF&event=Search,Full Time Cake Packer (Central Kitchen) @ Boon Lay,FOUR LEAVES PTE. LTD.,37 CHIN BEE CRESCENT 619903,"F&B, Manufacturing","📍 37 Chin Bee Crescent (Near Boon Lay/ Lakeside MRT station)
⏰ 5am-2pm (OT when required) - New hires will commence work at 7am for training
📆 Every 4days of work, 1day off cycle


Job Responsibilities:
Accurately pack cakes and other baked items.
Carefully read and interpret order lists from various outlets, ensuring accurate understanding of quantities and specifications.
Organize packed orders according to delivery routes and drivers' schedules.
Coordinate with other team members to meet daily packing quantities.
Assist in maintaining cleanliness and organization in the packing area.
Other duties assisgned by the Supervisor/ Manager from time to time within the department.

Job Requirements:
SINGAPOREANS ONLY
No experience required as training will be provided.
MUST be physically fit - as required to stand for long hours and lift heavy items (when needed).
Strong attention to detail and accuracy.
Ability to work in a fast-paced environment, team-oriented setting.
MUST be able to follow the 4days 1off work cycle (includes both weekends & public holidays).

Staffs' Benefits:
Annual & Medical leaves
Medical claim
AWS/ VB
Annual salary adjustment (based on individuals' work performances)
Attendance allowance
Weekends & PH shift allowances
OT payable

📱 Interested applicants, you may Whatsapp your details to 8494 4246 OR Tele: @fourleaveshr","Permanent, Full Time",No exp required,"$1,600to$2,500","Order Picking
Food Packaging
Food Safety
Strong Attention To Detail
Cakes
Food Industry
Food Manufacturing
Physically Fit
order process
Food hygiene
Teamoriented
Bakery
Work in a Fast Paced Environment",Posted 10 Apr 2025
MCF-2025-0420335,https://www.mycareersfuture.gov.sg/job/food-and-beverage/full-time-trainee-assistant-baker-four-leaves-c6ba1062d1624484ef2e9153bac2867f?source=MCF&event=Search,Full Time Trainee Assistant Baker (Danish Pastry Department),FOUR LEAVES PTE. LTD.,37 CHIN BEE CRESCENT 619903,"F&B, Manufacturing","📍 37 Chin Bee Crescent (Near Boon Lay/ Lakeside MRT station)
⏰ 7am-4pm (OT when required)
📆 Every 4days of work, 1day off cycle

Job Responsibilities:
Assist in preparing and assembling pastries and other dough items.
Picking and packing of frozen doughs.
Operate and maintain baking equipment (e.g., dough sheeters).
Maintaining products schedule and quality standards.
Maintain a clean and safe working environment adhering to food hygiene and safety guidelines.
Work collaboratively with team members to ensure efficient production.

Job Requirements:
SINGAPOREANS ONLY
No experience required as training will be provided
MUST be physically fit - as required to stand for long hours and carry heavy loads.
Strong attention to detail and ability to follow instructions meticulously.
Ability to work in a fast-paced environment.
MUST be able to follow the 4days 1off work cycle (inclusive of weekends & public holidays).

Staffs' Benefits:
Annual & Medical leaves
Medical claims
AWS/ VB
Annual salary adjustment (based on individuals' work performances)
Attendance allowance
Weekends & PH shift allowances
OT payable

📱 Interested applicants, kindly Whatsapp your details to 84944246 OR Tele: @fourleaveshr","Permanent, Full Time",No exp required,"$1,600to$2,500","Food Safety
Strong Attention To Detail
Food Quality
Sanitation
Food Industry
packing orders
Physically Fit
Compliance
Baking
Production Line
Food hygiene
Assembling
Work in a Fast Paced Environment
Pastry",Posted 10 Apr 2025
MCF-2025-0499438,https://www.mycareersfuture.gov.sg/job/consulting/asst-manager-prit-persolkelly-singapore-20838b9a75d330f6361906798bed1cbb?source=MCF&event=Search,Asst. Manager (ERP & Sales System) - PRIT,PERSOLKELLY SINGAPORE PTE. LTD.,-,"Consulting, Information Technology","We are seeking a proactive individual to manage the Sales Contract System (SCS), support ERP system deployment, and drive automation for sales reporting. This role will focus on ensuring smooth operations, compliance, and continuous improvement across key sales systems to enhance efficiency and decision-making.

Key Responsibilities:
Manage the lifecycle of sales contracts, including incentive calculations and credit note generation.
Support ERP system deployment and integration, collaborating with cross-functional teams.
Automate sales reporting using PowerBI, developing customized dashboards to support decision-making.
Requirements:
Degree in Business Administration, IT, or related field.
2-3 years of experience in sales systems or sales reporting.
Strong communication, problem-solving, and analytical skills.
Proficiency in Microsoft Office, Power BI, and Salesforce systems.
If you find your experience is suitable, we encourage you to apply for this exciting opportunity! Please email us an updated copy of your resume.

We regret that only shortlisted candidates will be notified.

EA License No.: 01C4394

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy",Permanent,4 years exp,"$4,500to$6,000","Integration
Sales
Microsoft Office
Dashboard
sales systems
Salesforce
ERP
ERP Oracle
PowerBI
Microsoft Dynamics
Microsoft Power BI
Salesforce Administrator
System Deployment
Power BI
ERP Software",Posted 07 Apr 2025
MCF-2025-0500679,https://www.mycareersfuture.gov.sg/job/information-technology/business-development-executive-talentsis-0cb82d00be9b8f5cfd54002a928d6160?source=MCF&event=Search,Business Development Executive (Hunter Role),TALENTSIS PTE. LTD.,-,Information Technology,"We are looking for a motivated and target-driven Business Development Executive with a hunter mindset to drive new business growth in the IT System Integrator space. This role is focused on acquiring new clients, identifying opportunities in both public and private sectors, and promoting IT solutions including infrastructure, cloud, cybersecurity, and managed services.
Key Responsibilities:
Prospect and acquire new enterprise customers, with a focus on IT infrastructure, cloud, and cybersecurity solutions.
Conduct cold calls, emails, and meetings to generate leads and pitch relevant services.
Work closely with pre-sales and technical teams to craft tailored solutions for client requirements.
Prepare and present proposals, quotations, and tenders, especially for government or healthcare sector clients.
Develop strong understanding of IT SI offerings to confidently engage with client stakeholders and decision-makers.
Maintain a healthy sales pipeline and provide regular updates using CRM tools.
Stay informed on market trends, emerging technologies, and competitor activity.
Participate in industry events, seminars, and networking sessions to build brand visibility.
Collaborate with internal teams to ensure smooth transition from sales to delivery.
Requirements:
Minimum 3 years of business development or sales experience in the IT System Integration industry preferred.
Proven track record in hunting new accounts and meeting sales targets.
Strong understanding of IT solutions such as infrastructure, cloud platforms (AWS, Azure), cybersecurity, and networking.
Experience handling RFPs, RFQs, and government tenders is a plus.
Excellent communication, negotiation, and interpersonal skills.
Independent, results-oriented, and self-motivated with a strong sense of ownership.
Proficient in CRM tools and Microsoft Office Suite.
Diploma or Degree in IT, Business, or a related field.



(EA Reg No: 20C0312)
Only shortlisted candidates will be notified
Please email a copy of your detailed resume to denise@talentsis.com.sg for immediate processing.","Permanent, Full Time",3 years exp,"$5,000to$6,000","Negotiation
CRM
Lead Generation
Managed Services
Microsoft Office
Microsoft Excel
Azure
Interpersonal Skills
Healthcare
Presales
System Integration
IT Sales
Cold Calling
Networking
Sales and Business Development
Business Development",Posted 07 Apr 2025
MCF-2025-0499609,https://www.mycareersfuture.gov.sg/job/engineering/geotechnical-engineer-persolkelly-singapore-f10e31edd91801f051844cec4e8f5965?source=MCF&event=Search,Geotechnical Engineer,PERSOLKELLY SINGAPORE PTE. LTD.,"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",Engineering,"Our client, a well known Consultancy firm in the construction industry is looking for candidates for the roles of Geotechnical Engineer.

Job Description
Design ERSS and conduct impact assessments using PLAXIS
Able to design ECM based on PUB’s requirements
Able to create demolition plans for BCA submission
MAA for SCDF submission
Responsible for LTA Prompt submissions for road works
2) Qualification and Requirement
Degree in Civil Engineering/ Geology
Minimum 2 years of experience
Good working attitude, logical thinking and explanation
Computer skill such as Microsoft Office
Interested candidates who wish to apply for the advertised position, please click on “Apply”. We regret that only shortlisted candidates will be notified.

EA License No.: 01C4394 (PERSOLKELLY SINGAPORE Pte Ltd)

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.",Permanent,2 years exp,"$4,500to$5,800","Excavation
Drainage
Microsoft Office
Water
Construction
Geology
Investigation
Engineering Geology
Engineering Design
Tunnelling
Civil Engineering
Instrumentation
Geotechnical Engineering
Soil
Laboratory
Ground Improvement",Posted 07 Apr 2025
MCF-2025-0534716,https://www.mycareersfuture.gov.sg/job/customer-service/%F0%9F%8C%9B-night-shift-wfh-job-language-interpreter-3-months-contract-persolkelly-singapore-c6b6743cf9e2aee35e29740e4efc5127?source=MCF&event=Search,[🌛 NIGHT SHIFT WFH JOB] Language Interpreter | 3 Months Contract,PERSOLKELLY SINGAPORE PTE. LTD.,-,Customer Service,"Job Scope:
🗣️ Fluent in both English & Mandarin for real-time interpretation for US and China Stakeholder
🚨 Stay calm & neutral during emergency/sensitive calls (e.g. 911, medical cases, end-of-life)
🧠 Excellent listening, retention & note-taking skills
✔️ Ensure accurate message interpretation – no skipping or adding
📣 Clear speech, good pronunciation, polite expressions
🌎 Able to explain cultural concepts when needed

__________________


✅ Requirements:
✔️ Bilingual – English & Mandarin (spoken fluently)
✔️ Able to commit to overnight shifts
✔️ Emotionally steady for high-stress or sensitive topics
✔️ Tech-savvy with own device & good internet

Interested candidate please click on the following link to begin your job search journey and submit your CV directly through the official PERSOLKELLY job application platform - GO Mobile.

We regret to inform that only shortlisted candidates will be notified.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg.... You acknowledge that you have read, understood, and agree with the Privacy Policy.

PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg. R24124630, EMILY YEO CHU YU",Contract,1 year exp,$5to$14,"Translations
Techsavvy
Chinese
Translating
Mandarin Chinese
Translation
Written Communications
Team Player
Learning Management
Job Search
Able To Work Independently",Posted 12 Apr 2025
MCF-2025-0344685,https://www.mycareersfuture.gov.sg/job/building-construction/quantity-surveyor-wecruit-51df10a371b70d484ef7e89181b81108?source=MCF&event=Search,Quantity Surveyor,WECRUIT PTE. LTD.,-,Building and Construction,"Prepare Bills of Quantities
Obtained quotations and do up evaluation for quotations
Prepare the sub-contract/purchasing document for review & approval
Cost management of projects.
Assist the supervisor in the preparation of EOT, acceleration, prolongation and cost claims etc.
Prepare final accounts of sub-contract work
Prepare progress payment certificates for sub-contractors
Attend meeting as and when required.
Other duties as assigned.
We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

EA License No: 20C0270
EA Personnel No: R22110981
EA Personnel Name: Law Mei Fong",Full Time,2 years exp,"$3,500to$6,000","Negotiation
Microsoft Office
Construction
Quantity Surveying
Cost Management
Administration
Estimates
Procurement
AutoCAD
Team Player
Civil Engineering
Tendering
Pricing
Sourcing
Cost Control",Posted 10 Apr 2025
MCF-2025-0344482,https://www.mycareersfuture.gov.sg/job/building-construction/quantity-surveyor-wecruit-35ed25d90fcc6c93fa18031a53094965?source=MCF&event=Search,Quantity Surveyor,WECRUIT PTE. LTD.,-,Building and Construction,"Prepare Bills of Quantities
Obtained quotations and do up evaluation for quotations
Prepare the sub-contract/purchasing document for review & approval
Cost management of projects.
Assist the supervisor in the preparation of EOT, acceleration, prolongation and cost claims etc.
Prepare final accounts of sub-contract work
Prepare progress payment certificates for sub-contractors
Attend meeting as and when required.
Other duties as assigned.
We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

EA License No: 20C0270
EA Personnel No: R22110981
EA Personnel Name: Law Mei Fong",Full Time,2 years exp,"$3,500to$6,000","Negotiation
Microsoft Office
Construction
Quantity Surveying
Cost Management
Administration
Estimates
Procurement
AutoCAD
Team Player
Civil Engineering
Tendering
Pricing
Sourcing
Cost Control",Posted 10 Apr 2025
MCF-2025-0504012,https://www.mycareersfuture.gov.sg/job/engineering/senior-cybersecurity-engineer-e-m-services-0f0711a516ede835630d16a7fbbbf8e9?source=MCF&event=Search,Senior / Cybersecurity Engineer,E M SERVICES PRIVATE LIMITED,201 KIM TIAN ROAD 160201,"Engineering, Information Technology, Security and Investigation","Our Company is continuously exploring and adopting innovative technologies to improve our productivity and increase our business competitiveness. The security of the Company’s IT resources is a critical component of our digital transformation which aims to transform the Company’s processes, to create a paperless, digital business environment and establish new business lines. The Cybersecurity Engineer plays an important role to protect the Company’s informational assets.

Roles & Responsibilities:
Lead the implementation of Conditional Access Policies, MDM/MAM using Microsoft Intune.
Ensure best practice and overall security posture are maintained. Identify cybersecurity vulnerabilities, propose mitigation measures and work on their implementation.
Develop and maintain security hardening guidelines, provide technical support to the IT teams for the implementation of security controls.
Coordinate with the IT teams to administer measures to prevent, manage and respond to cyber threats and incidents.
Conduct Security Assessments, including assessment of networks infrastructure and business applications on premises, on AWS and Azure cloud. Conduct compliance tests, configuration validation, vulnerabilities scanning, etc.
Review and update security documentations including risk assessment, IT security design and plan.
Work closely with system administrators, IT teams and the system vendors, to ensure IT policies and procedures are implemented and complied with.
Install, administer, and troubleshoot the Company’s security solutions.
Explore leading cybersecurity products. Work with 3rd party security consultants and service providers to ensure all security aspects are covered. Operate security solutions such as SIEM, PAM, EDR, IDS/IPS and Web Application Firewall while ensuring compliance to regulatory standards and procedures.
Review all SIEM daily summary reports and follow up with vendors on all critical/suspicious events.
Conduct technical analysis and triage based on triggered alerts to determine the severity, impact, scope, and corresponding response actions.
Manage cybersecurity incidents, including investigation and response.
Front internal/external security audits and follow-ups, ensure all the audit issues have been resolved.
Requirements:
Degree or diploma in Information Security, Computer Science, Computer Technology, or related discipline.
A minimum of three-year-experience in managing Cyber Security Operation.
Hands-on experience in a two or more of the key security domains such as: security operations (SIEM, EDR, vulnerability management), Cloud security, Data security, Identity and access management, and secure software development lifecycle
Hands-on experience in Office 365 and Azure Security and Compliance is mandatory.
Knowledge of networking and AWS/Azure Cloud Security practices and tools.
Ability to multi-task and work efficiently under pressure and tight deadlines.
AWS Certified Security, Azure Security Engineer Associate or equivalent certification is an advantage.","Permanent, Full Time",3 years exp,"$5,000to$8,500","Information Security
Security Audits
Security Operations
Technical Analysis
Risk Assessment
Web Application Firewall
Azure
Vulnerability Management
Cyber Security
Investigation
Cybersecurity Framework Application
Networking
Cyber Security Management
Vulnerability Assessment
Audit
Software Development
CISSP
Technical Support",Posted 08 Apr 2025
MCF-2025-0522854,https://www.mycareersfuture.gov.sg/job/information-technology/cyber-incident-responder-contract-robert-walters-c8de8d4797ac230ca02360f6cf0a6f7b?source=MCF&event=Search,Cyber Incident Responder- Contract,ROBERT WALTERS (SINGAPORE) PTE LTD,"SIX BATTERY ROAD, 6 BATTERY ROAD 049909",Information Technology,"What You’ll Do
Lead technical activities in security use case design, implementation, and enrichment using frameworks like MITRE ATT&CK.
Stay ahead of evolving threats, proposing proactive detection and mitigation strategies.
Oversee threat hunting and detection R&D efforts to strengthen SOC detection posture.
Respond to and manage cybersecurity incidents, ensuring timely analysis and remediation.
Collaborate with global and regional teams to optimize security operations and playbooks.
Continuously improve SOC processes and contribute to policy and compliance effort
What You’ll Contribute
Support APAC CSIRT in integrated alert and incident handling.
Assist in local IT production incident response as needed.
Ensure adherence to regulatory and internal security standards.
Provide evidence and insights during audits and compliance reviews.
What You Bring
7+ years of cybersecurity experience in advanced SOC or incident response roles.
Strong background in security use case development (Java understanding is a plus).
Proficient in Linux environments (RedHat/Ubuntu).
Skilled in interpreting security logs and applying threat modeling.
Hands-on with SIEM tools and large-scale data analysis for detection.
DevSecOps mindset with a passion for automation and continuous improvement.
Do note that we will only be in touch if your application is shortlisted.
Robert Walters (Singapore) Pte Ltd
ROC No.: 199706961E | EA Licence No.: 03C5451
EA Registration No.: R1769100 Jacqueline Chaw Ei Phyu Phyu","Contract, Full Time",7 years exp,"$9,000to$11,000","CEH
Security Operations
International Business
Forensic Analysis
Information Assurance
Interpreting
Security Strategy
Advocacy
Threat Management
Fraud
Operational Risk
Evidence
Largescale Data Analysis
Strategic Partnerships
Incident Management
Threat Modeling",Posted 10 Apr 2025
MCF-2025-0526379,https://www.mycareersfuture.gov.sg/job/food-and-beverage/head-chef-bright-vision-career-consultant-78d1be8db2e3afeb45947a779da6c9c1?source=MCF&event=Search,Head Chef,BRIGHT VISION CAREER CONSULTANT,197 KITCHENER ROAD 208536,F&B,"Must need to work on weekends and Public holidays
Must have experience to prepare all the bellow receipes
Break Fast:
Idly, Dosa (All Types), Poori with Aloo Pongal, Chapathi, Upma, Aloo paratha, Kichadi (All Types), Egg (All Types), Sambar
Different Types of Chutneys (Tomato, Coconut, Onion, Green Chutney)
Different Types of Masalas (Channa, Green Peas, Black Eye Beans)
Different Types of Kurumas (Mix Veg, AlooGobi, Navarathna)
Vegetarians:
Different Types of Sambars (Onion Sambar, Kadamba Sambar, Grinded Sambar)
Karak Kozhambu,Puzhi Kozhambu,Dahi Curry,Vathal Kozhambu
Different Types of Rasams (Pepper Rasam, Jeera Rasam, Lemon Rasam, Garlic Rasam, Tomato Rasam)
Different Types of Poriyals(Cabbaage,Beetroot,Carrot,Beans,Ladies Finger, Potato)
Different Types of Veg(Pumpkins, Snack Guard, Spinach,Kadai veg,Chettinadu Masala,Avail,
Different types of Rices(Tomato,Lemon,Tamarind,Corinder,Sambar Rice,Curdrice,Ghee Rice)
North Indian Dishes(Palak paneer, Paneer Butter Masala,Kadai Paneer,)
Chinees(Fried Rice,Noodles)
Pickles-Garlic, Mix Veg, Ginger,Lemon,Tomato,Mango.
Non-Vegetarians:
Fish:Fish Curry,Fry,Tawa Fish,Kearala Fish Curry,Fish Kozhambu(Tamilnadu),
Chicken:Chicken Curry,Chick Fry, Butter Chicken,Chicken loly pop,Chicken Chetinadu,Peper Chicken,chicken Kadai,Garlic Chicken,Chicken Kuruma,Palak Chicken,Chicken Dry
Mutton:Mutton Masala,Pepper Mutton, Mutton Curry,Mutton kuruma,Mutton Kadai)
Sea Foods:
Prawns Masala,Prawns Fry, Crab Masala,Crab curry,Dry Fish Curry
Chinees:
Chicken-65, Chilli Chicken, Chicken Fried Rice, Chicken Noodles, .
Biriyani:
(Veg Biriyani,Veg Pulao,Gr.Peas Pulao,Mushroom Pulao,Kasmiri Pulao,Chicken Biriyani,Chicken Fry Biriyani,Hydrabad Biriyani,Mutton Biriyani,Fish Biriyani,Prawns Biriyani)
Snacks
Samosa,Cutlet,Channa Pattura,Types of Vada,Types of Pakkoda,Bonda,Bajji,
Soup:
Tomato Soup,Veg Clear Soup,Cream of Veg Soup,Chicken Clear Soup,Cream of Chicken Soup,Sweet Corn Chick Soup,SweetCorn Veg Soup,Egg Soup,Mushroom
Soup,Spinach soup,Mulaguthani Soup,
Sweets:
(Laddu,Club Jamun,Keasari,Different Types of Payasams,Sweet pongal)
Paal Payasam, Banana Pongal, Paysaam, Mysore Pak or Rava Laddoo
Rava Kesari Recipe, Kaju Mysore Pak
Carrot and Cashew Payassam, Chana Dal and Coconut Laddu,
Coconut Milk and Rose Custard, Rice Kheer
Tandoori:
Types of Naans, Rooti, Tandoori Chicken, Chicken Kabab, Veg Kabab, Chicken Tikka, Paneer Tikka,
Salads:
All Types of Salads",Full Time,5 years exp,"$9,500to$12,000","Recipes
Leadership
Ingredients
Food Safety
Cooking
Food Quality
Inventory
Purchasing
Sanitation
Payroll
Inventory Control
Restaurant Management
Climate
Nutrition
Directing
Food Service",Posted 10 Apr 2025
